CRASH_NUM,Coll,Int,Wea,TrWay,PSL,Align,TCD,CF
2017_390649,Front-to-Front,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2017_390653,Angle,T-Intersection,Rain,Two-Way Undivided,25 MPH,Straight,Traffic control signal,Others
2017_390663,Angle,T-Intersection,Cloudy,Two-Way Undivided,25 MPH,Straight,Stop Sign,Turning
2017_390690,Angle,Four-Way Intersection,Cloudy,Two-Way Undivided,45 MPH,Straight,Stop Sign,Going Straight
2017_390697,Front-to-Rear,Not an Intersection,Clear,Two-Way Divided,45 MPH,Straight,No Controls,Accelerating/Decelerating
2017_390703,Angle,Not an Intersection,Cloudy,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2017_390712,Sideswipe,Four-Way Intersection,Cloudy,Two-Way Undivided,25 MPH,Straight,Traffic control signal,Going Straight
2017_390731,Front-to-Rear,Not an Intersection,Clear,Two-Way Undivided,25 MPH,Straight,No Controls,Others
2017_390733,Angle,Not an Intersection,Cloudy,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2017_390733,Angle,Not an Intersection,Cloudy,Two-Way Undivided,35 MPH,Straight,No Controls,Turning
2017_390755,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Curve,No Controls,Going Straight
2017_390782,Sideswipe,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Changing Lanes/Overtaking
2017_390782,Sideswipe,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2017_390790,Sideswipe,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Others
2017_390794,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,25 MPH,Curve,No Controls,Going Straight
2017_390805,Angle,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Turning
2017_390812,Front-to-Rear,Not an Intersection,Clear,Two-Way Divided,35 MPH,Straight,No Controls,Going Straight
2017_390830,Angle,Four-Way Intersection,Clear,Two-Way Undivided,25 MPH,Straight,Stop Sign,Accelerating/Decelerating
2017_390849,Front-to-Rear,Not an Intersection,Cloudy,Two-Way Undivided,25 MPH,Straight,Traffic control signal,Accelerating/Decelerating
2017_390849,Front-to-Rear,Not an Intersection,Cloudy,Two-Way Undivided,25 MPH,Straight,No Controls,Going Straight
2017_390850,Angle,Four-Way Intersection,Cloudy,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Turning
2017_390865,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2017_390890,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2017_390939,Front-to-Front,T-Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2017_390941,Angle,Four-Way Intersection,Clear,Two-Way Divided,35 MPH,Straight,Stop Sign,Going Straight
2017_390943,Angle,Not an Intersection,Clear,Two-Way Divided,35 MPH,Curve,No Controls,Going Straight
2017_390943,Angle,Not an Intersection,Clear,Two-Way Divided,35 MPH,Curve,No Controls,Going Straight
2017_390961,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2017_390966,Front-to-Front,T-Intersection,Cloudy,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2017_390970,Angle,Not an Intersection,Rain,Two-Way Undivided,35 MPH,Curve,No Controls,Negotiating a Curve
2017_390975,Angle,Four-Way Intersection,Cloudy,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Turning
2017_390997,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2017_390997,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2017_391006,Sideswipe,T-Intersection,Clear,Two-Way Undivided,25 MPH,Straight,No Controls,Going Straight
2017_391018,Front-to-Front,Not an Intersection,Cloudy,Two-Way Undivided,45 MPH,Straight,No Controls,Accelerating/Decelerating
2017_391018,Front-to-Front,Not an Intersection,Cloudy,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2017_391018,Front-to-Front,Not an Intersection,Cloudy,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2017_391031,Angle,Four-Way Intersection,Cloudy,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2017_391031,Angle,Four-Way Intersection,Cloudy,Two-Way Undivided,25 MPH,Straight,Traffic control signal,Going Straight
2017_391040,Angle,Four-Way Intersection,Cloudy,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Turning
2017_391077,Front-to-Front,Not an Intersection,Cloudy,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2017_391079,Front-to-Rear,Four-Way Intersection,Cloudy,Two-Way Undivided,25 MPH,Straight,No Controls,Going Straight
2017_391079,Front-to-Rear,Four-Way Intersection,Cloudy,Two-Way Undivided,25 MPH,Straight,No Controls,Going Straight
2017_391079,Front-to-Rear,Four-Way Intersection,Cloudy,Two-Way Undivided,25 MPH,Straight,No Controls,Going Straight
2017_391083,Angle,Not an Intersection,Snow,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
2017_391102,Angle,T-Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Turning
2017_391112,Front-to-Rear,Four-Way Intersection,Cloudy,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2017_391117,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Curve,No Controls,Going Straight
2017_391117,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Curve,No Controls,Going Straight
2017_400009,Front-to-Rear,Four-Way Intersection,Cloudy,Two-Way Undivided,45 MPH,Straight,No Controls,Others
2017_400022,Angle,Four-Way Intersection,Cloudy,Two-Way Divided,40 MPH,Straight,Traffic control signal,Going Straight
2017_400024,Angle,T-Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Turning
2017_400048,Angle,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2017_400051,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Unknown
2017_400060,Angle,Not an Intersection,Rain,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2017_400060,Angle,Not an Intersection,Rain,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2017_400060,Angle,Not an Intersection,Rain,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2017_400077,Angle,Four-Way Intersection,Cloudy,Two-Way Undivided,45 MPH,Straight,Stop Sign,Going Straight
2017_400080,Angle,Four-Way Intersection,Clear,Two-Way Divided,40 MPH,Straight,Stop Sign,Going Straight
2017_400092,Angle,Not an Intersection,Clear,Entrance/Exit Ramp,40 MPH,Curve,No Controls,Going Straight
2017_400098,Front-to-Rear,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2017_400103,Angle,Four-Way Intersection,Rain,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
2017_400116,Angle,Not an Intersection,Clear,Two-Way Divided,40 MPH,Curve,No Controls,Negotiating a Curve
2017_400129,Angle,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2017_400140,Angle,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
2017_400189,Angle,Four-Way Intersection,Clear,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
2017_400196,Angle,T-Intersection,Cloudy,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2017_400246,Angle,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2017_400250,Front-to-Rear,Four-Way Intersection,Clear,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
2017_400293,Angle,Four-Way Intersection,Cloudy,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2017_400314,Front-to-Rear,Not an Intersection,Cloudy,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2017_400319,Angle,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Stop Sign,Going Straight
2017_400344,Front-to-Front,Not an Intersection,Clear,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
2017_400387,Angle,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Stop Sign,Going Straight
2017_400405,Angle,Not an Intersection,Cloudy,Two-Way Undivided,35 MPH,Straight,No Controls,Turning
2017_400409,Angle,Not an Intersection,Cloudy,Two-Way Undivided,45 MPH,Straight,No Controls,Turning
2017_400421,Front-to-Front,Not an Intersection,Rain,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2017_400451,Angle,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
2017_400469,Front-to-Rear,Four-Way Intersection,Cloudy,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Others
2017_400469,Front-to-Rear,Four-Way Intersection,Cloudy,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Others
2017_400469,Front-to-Rear,Four-Way Intersection,Cloudy,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Others
2017_400469,Front-to-Rear,Four-Way Intersection,Cloudy,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Others
2017_400475,Angle,Four-Way Intersection,Cloudy,Two-Way Undivided,45 MPH,Straight,Stop Sign,Going Straight
2017_400484,Angle,T-Intersection,Cloudy,Two-Way Undivided,40 MPH,Straight,No Controls,Turning
2017_400507,Front-to-Rear,Not an Intersection,Cloudy,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2017_400507,Front-to-Rear,Not an Intersection,Cloudy,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2017_400533,Angle,T-Intersection,Clear,Two-Way Undivided,45 MPH,Straight,Stop Sign,Going Straight
2017_400535,Angle,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2017_400536,Angle,Four-Way Intersection,"Fog, Smog, Smoke",Two-Way Undivided,30 MPH,Straight,Unknown,Going Straight
2017_400536,Angle,Four-Way Intersection,"Fog, Smog, Smoke",Two-Way Undivided,25 MPH,Straight,Stop Sign,Going Straight
2017_400547,Front-to-Rear,Four-Way Intersection,Clear,Two-Way Undivided,45 MPH,Straight,Stop Sign,Going Straight
2017_400552,Sideswipe,Four-Way Intersection,Clear,Two-Way Divided,35 MPH,Straight,Traffic control signal,Going Straight
2017_400565,Angle,T-Intersection,Clear,Two-Way Undivided,45 MPH,Straight,Stop Sign,Turning
2017_400570,Angle,Not an Intersection,Clear,Two-Way Divided,40 MPH,Straight,No Controls,Going Straight
2017_400573,Angle,T-Intersection,Clear,Two-Way Undivided,25 MPH,Straight,Stop Sign,Turning
2017_400575,Angle,Four-Way Intersection,Rain,Two-Way Undivided,35 MPH,Straight,Stop Sign,Going Straight
2017_400578,Front-to-Rear,Not an Intersection,Cloudy,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2017_400586,Angle,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Turning
2017_400599,Angle,Four-Way Intersection,Clear,Two-Way Divided,40 MPH,Straight,Traffic control signal,Going Straight
2017_400604,Angle,Not an Intersection,Cloudy,Two-Way Undivided,45 MPH,Straight,No Controls,Turning
2017_400605,Front-to-Front,T-Intersection,Cloudy,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2017_400615,Angle,Four-Way Intersection,Cloudy,Two-Way Undivided,35 MPH,Straight,No Controls,Turning
2017_400617,Sideswipe,T-Intersection,Clear,Two-Way Divided,35 MPH,Straight,No Controls,Going Straight
2017_400617,Sideswipe,T-Intersection,Clear,Two-Way Divided,35 MPH,Straight,No Controls,Going Straight
2017_410044,Angle,Not an Intersection,Rain,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
2017_410073,Front-to-Rear,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2017_410117,Front-to-Front,Not an Intersection,Cloudy,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2017_410121,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2017_410122,Front-to-Rear,Not an Intersection,Clear,Two-Way Divided,40 MPH,Straight,No Controls,Going Straight
2017_410142,Angle,Not an Intersection,Clear,Two-Way Divided,40 MPH,Straight,No Controls,Turning
2017_410144,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Others
2017_410157,Front-to-Rear,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2017_410159,Angle,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Turning
2017_410159,Angle,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2017_410213,Angle,Not an Intersection,Clear,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
2017_410215,Angle,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2017_410234,Angle,Four-Way Intersection,Clear,One-Way Trafficway,30 MPH,Straight,Traffic control signal,Going Straight
2017_410245,Front-to-Front,Not an Intersection,"Fog, Smog, Smoke",Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2017_410247,Angle,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Turning
2017_410261,Angle,Four-Way Intersection,Cloudy,Unknown,45 MPH,Straight,Traffic control signal,Going Straight
2017_410274,Angle,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Turning
2017_410285,Angle,Y-Intersection,Rain,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2017_410321,Angle,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2017_410324,Front-to-Front,Four-Way Intersection,Cloudy,Two-Way Undivided,45 MPH,Straight,Stop Sign,Turning
2017_410324,Front-to-Front,Four-Way Intersection,Cloudy,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2017_410340,Angle,Not an Intersection,Cloudy,Two-Way Divided,35 MPH,Straight,Traffic control signal,Turning
2017_410361,Front-to-Rear,T-Intersection,Clear,Two-Way Undivided,45 MPH,Curve,Traffic control signal,Negotiating a Curve
2017_410361,Front-to-Rear,T-Intersection,Clear,Two-Way Undivided,45 MPH,Curve,Traffic control signal,Turning
2017_410390,Angle,Not an Intersection,"Fog, Smog, Smoke",Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2017_420009,Angle,T-Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Turning
2017_420017,Angle,Not an Intersection,Clear,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
2017_420023,Front-to-Rear,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2017_420048,Front-to-Front,Not an Intersection,Not Reported,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
2017_420064,Sideswipe,Not an Intersection,Snow,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2017_420070,Angle,Four-Way Intersection,Not Reported,Two-Way Undivided,25 MPH,Straight,Stop Sign,Going Straight
2017_420070,Angle,Four-Way Intersection,Not Reported,Two-Way Undivided,25 MPH,Straight,No Controls,Others
2017_420075,Angle,Four-Way Intersection,Rain,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
2017_420075,Angle,Four-Way Intersection,Rain,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2017_420078,Angle,Not an Intersection,Snow,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2017_420095,Angle,T-Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Turning
2017_420108,Angle,T-Intersection,Not Reported,Two-Way Undivided,25 MPH,Straight,Stop Sign,Turning
2017_420116,Angle,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Turning
2017_420125,Angle,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Stop Sign,Going Straight
2017_420125,Angle,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2017_420126,Front-to-Front,Not an Intersection,Not Reported,Two-Way Undivided,35 MPH,Curve,No Controls,Negotiating a Curve
2017_420127,Angle,Four-Way Intersection,Not Reported,Two-Way Undivided,35 MPH,Straight,Stop Sign,Turning
2017_420129,Angle,Y-Intersection,Not Reported,Two-Way Undivided,45 MPH,Straight,Stop Sign,Turning
2017_420130,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2017_420130,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2017_420131,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,25 MPH,Curve,No Controls,Negotiating a Curve
2017_420148,Angle,Four-Way Intersection,Not Reported,Two-Way Undivided,30 MPH,Straight,Traffic control signal,Turning
2017_420149,Angle,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Stop Sign,Turning
2017_420155,Angle,Four-Way Intersection,Not Reported,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
2017_420157,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2017_420157,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2017_420171,Angle,Four-Way Intersection,Clear,Two-Way Undivided,25 MPH,Straight,Stop Sign,Going Straight
2017_420171,Angle,Four-Way Intersection,Clear,Two-Way Undivided,25 MPH,Straight,No Controls,Going Straight
2017_420178,Angle,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Curve,Unknown,Negotiating a Curve
2017_420183,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2017_420188,Angle,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Turning
2017_420193,Front-to-Front,Not an Intersection,Rain,Two-Way Undivided,25 MPH,Curve,No Controls,Negotiating a Curve
2017_420204,Front-to-Front,Not an Intersection,Not Reported,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2017_420205,Angle,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Turning
2017_420206,Front-to-Front,Not an Intersection,Not Reported,Two-Way Undivided,40 MPH,Curve,Unknown,Negotiating a Curve
2017_420206,Front-to-Front,Not an Intersection,Not Reported,Two-Way Undivided,40 MPH,Curve,Unknown,Negotiating a Curve
