Coll,Int,Wea,CRASH_NUM1,TrWay,PSL,Align,TCD,CF
Front-to-Front,Not an Intersection,Clear,2016_50025,Two-Way Undivided,35 MPH,Straight,No Controls,Others
Front-to-Front,Not an Intersection,Clear,2016_50083,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Clear,2016_50083,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Angle,Not an Intersection,Clear,2016_50084,Two-Way Undivided,40 MPH,Straight,No Controls,Turning
Angle,Not an Intersection,Rain,2016_50088,Two-Way Undivided,45 MPH,Straight,No Controls,Changing Lanes/Overtaking
Front-to-Front,Not an Intersection,Rain,2016_50129,Two-Way Undivided,35 MPH,Curve,No Controls,Negotiating a Curve
Front-to-Front,Not an Intersection,Rain,2016_50129,Two-Way Undivided,35 MPH,Curve,No Controls,Negotiating a Curve
Angle,Not an Intersection,Rain,2016_50131,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
Angle,Not an Intersection,Rain,2016_50131,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
Sideswipe,Not an Intersection,Clear,2016_50152,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Clear,2016_50202,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Angle,T-Intersection,Clear,2016_50239,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
Angle,T-Intersection,Clear,2016_50255,Two-Way Undivided,45 MPH,Straight,No Controls,Accelerating/Decelerating
Angle,T-Intersection,Clear,2016_50276,Two-Way Undivided,40 MPH,Straight,Stop Sign,Turning
Angle,T-Intersection,Clear,2016_50306,Two-Way Undivided,35 MPH,Straight,Stop Sign,Turning
Angle,Four-Way Intersection,Clear,2016_50346,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
Angle,Not an Intersection,Clear,2016_50431,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
Angle,T-Intersection,Clear,2016_50435,Two-Way Divided,35 MPH,Straight,Stop Sign,Turning
Front-to-Front,Y-Intersection,Cloudy,2016_50439,Two-Way Undivided,45 MPH,Unknown,No Controls,Going Straight
Angle,T-Intersection,Clear,2016_50463,Two-Way Undivided,45 MPH,Straight,Warning Sign,Going Straight
Angle,T-Intersection,Clear,2016_50463,Two-Way Undivided,45 MPH,Straight,No Controls,Turning
Angle,Not an Intersection,Clear,2016_50477,Two-Way Undivided,40 MPH,Straight,Unknown,Turning
Angle,Not an Intersection,Clear,2016_50478,Two-Way Undivided,35 MPH,Curve,No Controls,Negotiating a Curve
Angle,Not an Intersection,Clear,2016_50478,Two-Way Undivided,35 MPH,Curve,No Controls,Negotiating a Curve
Sideswipe,Not an Intersection,Clear,2016_50481,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
Angle,Not an Intersection,Clear,2016_50483,Two-Way Undivided,45 MPH,Straight,No Controls,Turning
Front-to-Front,Not an Intersection,Clear,2016_50487,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Rain,2016_50490,Two-Way Undivided,35 MPH,Curve,No Controls,Negotiating a Curve
Front-to-Front,Not an Intersection,Rain,2016_50490,Two-Way Undivided,35 MPH,Curve,No Controls,Negotiating a Curve
Front-to-Front,Not an Intersection,Clear,2016_50496,Two-Way Undivided,35 MPH,Curve,No Controls,Negotiating a Curve
Front-to-Front,Not an Intersection,Clear,2016_50496,Two-Way Undivided,35 MPH,Curve,No Controls,Negotiating a Curve
Front-to-Front,T-Intersection,Clear,2016_50515,Two-Way Undivided,45 MPH,Straight,Stop Sign,Turning
Angle,T-Intersection,Clear,2016_60003,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Turning
Angle,Not an Intersection,Clear,2016_60008,Two-Way Divided,40 MPH,Straight,No Controls,Going Straight
Angle,Not an Intersection,Clear,2016_60008,Two-Way Divided,40 MPH,Straight,No Controls,Turning
Angle,Four-Way Intersection,Clear,2016_60015,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Cloudy,2016_60023,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Cloudy,2016_60023,Two-Way Divided,40 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Cloudy,2016_60029,One-Way Trafficway,25 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Clear,2016_60060,Two-Way Divided,35 MPH,Straight,Traffic control signal,Turning
Front-to-Front,T-Intersection,Clear,2016_60112,Two-Way Undivided,40 MPH,Unknown,Traffic control signal,Changing Lanes/Overtaking
Angle,Not an Intersection,Clear,2016_60121,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
Angle,Not an Intersection,Clear,2016_60136,Two-Way Undivided,45 MPH,Straight,No Controls,Turning
Sideswipe,Not an Intersection,Clear,2016_60187,Two-Way Undivided,25 MPH,Curve,No Controls,Negotiating a Curve
Angle,Four-Way Intersection,Clear,2016_60189,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Clear,2016_60189,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Clear,2016_60189,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Others
Sideswipe,Not an Intersection,Clear,2016_60194,Two-Way Undivided,35 MPH,Straight,No Controls,Changing Lanes/Overtaking
Angle,Not an Intersection,Cloudy,2016_60203,Two-Way Undivided,35 MPH,Unknown,No Controls,Unknown
Angle,Not an Intersection,Cloudy,2016_60203,Two-Way Undivided,35 MPH,Unknown,No Controls,Going Straight
Front-to-Front,T-Intersection,Clear,2016_60208,Two-Way Undivided,40 MPH,Straight,No Controls,Turning
Angle,Four-Way Intersection,Rain,2016_60241,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Clear,2016_60253,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
Front-to-Front,Four-Way Intersection,Clear,2016_60300,Two-Way Divided,40 MPH,Unknown,Traffic control signal,Going Straight
Front-to-Front,Four-Way Intersection,Clear,2016_60300,Two-Way Divided,40 MPH,Unknown,Traffic control signal,Going Straight
Front-to-Front,Not an Intersection,Clear,2016_60301,Two-Way Undivided,25 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Clear,2016_60312,Two-Way Divided,40 MPH,Unknown,Traffic control signal,Going Straight
Angle,Not an Intersection,Rain,2016_60321,Two-Way Undivided,40 MPH,Curve,No Controls,Negotiating a Curve
Angle,Four-Way Intersection,Clear,2016_60329,Two-Way Undivided,45 MPH,Straight,Stop Sign,Going Straight
Angle,Four-Way Intersection,Cloudy,2016_60330,Two-Way Undivided,30 MPH,Straight,No Controls,Going Straight
Front-to-Rear,Four-Way Intersection,Rain,2016_60356,Two-Way Divided,40 MPH,Curve,Traffic control signal,Negotiating a Curve
Angle,Four-Way Intersection,Clear,2016_60382,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Clear,2016_60382,Two-Way Divided,40 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Cloudy,2016_60385,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
Front-to-Rear,T-Intersection,Clear,2016_60390,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Others
Sideswipe,Four-Way Intersection,Cloudy,2016_60393,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Clear,2016_60398,Two-Way Divided,40 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Clear,2016_60398,Two-Way Divided,35 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Clear,2016_60400,Two-Way Undivided,25 MPH,Straight,Stop Sign,Going Straight
Angle,Four-Way Intersection,Clear,2016_60410,Two-Way Undivided,45 MPH,Straight,Yield Sign,Turning
Angle,Not an Intersection,Clear,2016_60423,Two-Way Undivided,45 MPH,Curve,No Controls,Others
Angle,Not an Intersection,Clear,2016_60423,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Clear,2016_60432,Two-Way Divided,35 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Clear,2016_60432,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Others
Angle,Four-Way Intersection,Clear,2016_60432,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Others
Angle,T-Intersection,Clear,2016_60434,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
Angle,T-Intersection,Clear,2016_60434,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Making a U-turn
Angle,T-Intersection,Clear,2016_60444,Two-Way Divided,35 MPH,Straight,Traffic control signal,Going Straight
Angle,T-Intersection,Clear,2016_60444,Two-Way Divided,35 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Clear,2016_60459,Two-Way Undivided,25 MPH,Straight,Stop Sign,Turning
Front-to-Rear,Four-Way Intersection,Clear,2016_60466,Two-Way Divided,45 MPH,Unknown,Traffic control signal,Going Straight
Front-to-Rear,Four-Way Intersection,Clear,2016_60466,Two-Way Divided,45 MPH,Unknown,Traffic control signal,Others
Angle,Four-Way Intersection,Clear,2016_60467,Two-Way Undivided,25 MPH,Unknown,Stop Sign,Going Straight
Front-to-Front,Four-Way Intersection,Cloudy,2016_60476,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Turning
Front-to-Front,Four-Way Intersection,Cloudy,2016_60476,Two-Way Divided,35 MPH,Straight,Traffic control signal,Going Straight
Angle,T-Intersection,Clear,2016_60478,Two-Way Undivided,25 MPH,Straight,Stop Sign,Turning
Angle,T-Intersection,Clear,2016_60482,Two-Way Divided,45 MPH,Unknown,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Clear,2016_60494,Two-Way Undivided,35 MPH,Unknown,Traffic control signal,Going Straight
Angle,T-Intersection,Cloudy,2016_60495,Two-Way Undivided,35 MPH,Straight,No Controls,Turning
Angle,Four-Way Intersection,Clear,2016_60500,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
Front-to-Front,T-Intersection,Clear,2016_60509,Two-Way Undivided,35 MPH,Straight,Stop Sign,Turning
Front-to-Rear,Not an Intersection,Clear,2016_60516,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
Front-to-Rear,Not an Intersection,Clear,2016_60516,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
Angle,Not an Intersection,Cloudy,2016_60524,Driveway Access,No Statutory Limit,Driveway Access,No Controls,Turning
Angle,Not an Intersection,Clear,2016_60530,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Rain,2016_60532,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Rain,2016_60532,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Clear,2016_60575,Two-Way Undivided,40 MPH,Straight,Stop Sign,Going Straight
Angle,T-Intersection,Clear,2016_60614,Two-Way Undivided,25 MPH,Straight,Stop Sign,Turning
Angle,Not an Intersection,Clear,2016_60616,Two-Way Undivided,25 MPH,Straight,No Controls,Others
Angle,Not an Intersection,Cloudy,2016_60618,Two-Way Undivided,40 MPH,Straight,No Controls,Turning
Angle,Four-Way Intersection,Clear,2016_60625,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
Front-to-Rear,Not an Intersection,Clear,2016_60627,Two-Way Undivided,25 MPH,Straight,No Controls,Going Straight
Front-to-Rear,Not an Intersection,Clear,2016_60627,Two-Way Undivided,25 MPH,Straight,No Controls,Going Straight
Sideswipe,T-Intersection,Clear,2016_60629,Two-Way Undivided,45 MPH,Straight,No Controls,Changing Lanes/Overtaking
Sideswipe,T-Intersection,Clear,2016_60629,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Cloudy,2016_60651,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
Angle,T-Intersection,Clear,2016_60706,Two-Way Undivided,35 MPH,Curve,No Controls,Turning
Angle,Four-Way Intersection,Clear,2016_60729,Two-Way Undivided,25 MPH,Straight,Stop Sign,Going Straight
Angle,Four-Way Intersection,Clear,2016_60729,Two-Way Undivided,25 MPH,Straight,No Controls,Going Straight
Angle,Not an Intersection,Clear,2016_60764,Two-Way Undivided,45 MPH,Straight,No Controls,Making a U-turn
Angle,Not an Intersection,Clear,2016_60764,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Clear,2016_60784,Two-Way Undivided,40 MPH,Curve,No Controls,Negotiating a Curve
Sideswipe,Not an Intersection,Clear,2016_60790,Entrance/Exit Ramp,35 MPH,Curve,No Controls,Changing Lanes/Overtaking
Sideswipe,Not an Intersection,Clear,2016_60864,Two-Way Undivided,35 MPH,Straight,No Controls,Changing Lanes/Overtaking
Sideswipe,Not an Intersection,Clear,2016_60864,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Clear,2016_60875,Two-Way Undivided,25 MPH,Unknown,Stop Sign,Going Straight
Angle,Four-Way Intersection,Clear,2016_60913,Two-Way Undivided,25 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Clear,2016_60945,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
Angle,Four-Way Intersection,Cloudy,2016_60952,Two-Way Undivided,40 MPH,Straight,Stop Sign,Going Straight
Angle,Four-Way Intersection,Cloudy,2016_60952,Two-Way Undivided,40 MPH,Straight,Stop Sign,Turning
Sideswipe,Not an Intersection,Clear,2016_60993,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
Angle,Four-Way Intersection,Clear,2016_60997,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Clear,2016_61029,Two-Way Divided,25 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Clear,2016_61031,Two-Way Divided,40 MPH,Straight,Traffic control signal,Going Straight
Sideswipe,T-Intersection,Clear,2016_61042,Two-Way Undivided,45 MPH,Straight,Other Regulatory Sign,Going Straight
Front-to-Front,Not an Intersection,Clear,2016_61047,Two-Way Undivided,40 MPH,Curve,No Controls,Negotiating a Curve
Front-to-Front,Not an Intersection,Clear,2016_61047,Two-Way Undivided,40 MPH,Curve,No Controls,Negotiating a Curve
Sideswipe,Not an Intersection,Rain,2016_61061,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
Sideswipe,Not an Intersection,Rain,2016_61061,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
Sideswipe,Not an Intersection,Rain,2016_61061,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Clear,2016_61073,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
Angle,Four-Way Intersection,Clear,2016_61075,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Clear,2016_61075,Two-Way Divided,35 MPH,Straight,Traffic control signal,Going Straight
Front-to-Front,T-Intersection,Clear,2016_61076,Two-Way Undivided,45 MPH,Straight,No Controls,Turning
Front-to-Front,T-Intersection,Clear,2016_61076,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Clear,2016_61078,Two-Way Divided,35 MPH,Unknown,Traffic control signal,Going Straight
Angle,T-Intersection,Cloudy,2016_61102,Two-Way Undivided,35 MPH,Unknown,Stop Sign,Turning
Angle,T-Intersection,Cloudy,2016_61102,Two-Way Divided,45 MPH,Unknown,No Controls,Going Straight
Angle,Four-Way Intersection,Clear,2016_61103,Two-Way Divided,40 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Clear,2016_61120,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Clear,2016_61120,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Clear,2016_61136,Two-Way Undivided,25 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Clear,2016_61154,Two-Way Undivided,25 MPH,Straight,Stop Sign,Turning
Front-to-Front,Four-Way Intersection,Clear,2016_61171,Two-Way Undivided,35 MPH,Unknown,Traffic control signal,Turning
Angle,T-Intersection,Clear,2016_61179,Two-Way Divided,35 MPH,Straight,Traffic control signal,Turning
Angle,T-Intersection,Cloudy,2016_61188,Two-Way Undivided,25 MPH,Straight,Stop Sign,Turning
Angle,Not an Intersection,Clear,2016_61209,Two-Way Undivided,35 MPH,Straight,No Controls,Turning
Angle,T-Intersection,Clear,2016_61239,Two-Way Undivided,45 MPH,Unknown,No Controls,Going Straight
Angle,T-Intersection,Clear,2016_61239,Two-Way Undivided,25 MPH,Unknown,Stop Sign,Turning
Front-to-Front,Not an Intersection,Clear,2016_61242,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Clear,2016_61251,Two-Way Undivided,25 MPH,Straight,Stop Sign,Going Straight
Angle,Four-Way Intersection,Clear,2016_61251,Two-Way Undivided,25 MPH,Straight,Stop Sign,Going Straight
Angle,Four-Way Intersection,Clear,2016_61271,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Clear,2016_61283,Two-Way Undivided,25 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Clear,2016_61283,One-Way Trafficway,25 MPH,Straight,Traffic control signal,Going Straight
Angle,T-Intersection,Clear,2016_61284,Two-Way Divided,35 MPH,Unknown,No Controls,Going Straight
Angle,T-Intersection,Clear,2016_61284,Two-Way Divided,35 MPH,Unknown,No Controls,Turning
Front-to-Front,Not an Intersection,Clear,2016_61286,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Clear,2016_61286,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
Angle,T-Intersection,Clear,2016_61302,Two-Way Divided,35 MPH,Unknown,No Controls,Turning
Front-to-Front,Not an Intersection,Cloudy,2016_61329,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Clear,2016_61337,Two-Way Divided,40 MPH,Straight,Traffic control signal,Changing Lanes/Overtaking
Angle,Four-Way Intersection,Clear,2016_61337,Two-Way Divided,40 MPH,Straight,Traffic control signal,Others
Angle,Four-Way Intersection,Cloudy,2016_61345,Two-Way Undivided,25 MPH,Unknown,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Cloudy,2016_61345,Two-Way Divided,45 MPH,Unknown,Traffic control signal,Going Straight
Angle,T-Intersection,Clear,2016_61356,Two-Way Undivided,40 MPH,Unknown,No Controls,Making a U-turn
Angle,T-Intersection,Clear,2016_61357,Two-Way Undivided,40 MPH,Unknown,No Controls,Going Straight
